CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment
C000453,91,6,21495.38,2,1,4,214,7,Potential Loyalists
C000454,234,14,16902.62,1,5,3,153,9,Potential Loyalists
C000455,74,2,3501.19,3,1,1,311,5,Recent Customers
C000456,44,10,42483.33,4,4,5,445,13,Champions
C000457,116,7,19835.52,2,2,4,224,8,Potential Loyalists
C000458,24,16,28259.15,4,5,5,455,14,Champions
C000459,32,11,20599.15,4,4,4,444,12,Loyal Customers
C000460,94,6,10891.89,2,1,2,212,5,At Risk
C000461,229,5,9385.57,1,1,2,112,4,Lost Customers
C000462,85,5,11838.41,2,1,2,212,5,At Risk
C000463,2,9,20549.64,5,3,4,534,12,Loyal Customers
C000464,188,5,8717.779999999999,1,1,1,111,3,Lost Customers
C000465,73,3,9213.63,3,1,2,312,6,Recent Customers
C000466,108,5,6929.34,2,1,1,211,4,Lost Customers
C000467,120,6,6014.58,2,1,1,211,4,Lost Customers
C000468,2,6,7989.19,5,1,1,511,7,Potential Loyalists
C000469,4,5,9995.91,5,1,2,512,8,Potential Loyalists
C000470,115,5,8621.880000000001,2,1,1,211,4,Lost Customers
C000471,56,8,11965.88,3,3,2,332,8,Potential Loyalists
C000472,65,11,17255.34,3,4,3,343,10,Loyal Customers
C000473,270,5,9417.75,1,1,2,112,4,Lost Customers
C000474,14,9,16033.470000000001,5,3,3,533,11,Loyal Customers
C000475,171,5,11897.19,1,1,2,112,4,Lost Customers
C000476,69,10,29254.02,3,4,5,345,12,Loyal Customers
C000477,92,4,11690.36,2,1,2,212,5,At Risk
C000478,4,7,17511.28,5,2,4,524,11,Loyal Customers
C000479,43,7,7812.15,4,2,1,421,7,Potential Loyalists
C000480,70,4,10007.82,3,1,2,312,6,Recent Customers
C000481,105,8,13252.630000000001,2,3,3,233,8,Potential Loyalists
C000482,44,7,7243.95,4,2,1,421,7,Potential Loyalists
C000483,162,11,22114.89,1,4,4,144,9,Potential Loyalists
C000484,85,6,10070.2,2,1,2,212,5,At Risk
C000485,241,5,22511.74,1,1,4,114,6,At Risk
C000486,8,10,25169.07,5,4,5,545,14,Champions
C000487,126,7,10581.67,2,2,2,222,6,At Risk
C000488,157,7,17076.98,1,2,3,123,6,At Risk
C000489,76,5,7300.04,3,1,1,311,5,Recent Customers
C000490,117,8,13649.28,2,3,3,233,8,Potential Loyalists
C000491,86,9,35403.59,2,3,5,235,10,Loyal Customers
C000492,36,3,4325.6,4,1,1,411,6,Recent Customers
C000493,7,8,20364.190000000002,5,3,4,534,12,Loyal Customers
C000494,56,7,19859.4,3,2,4,324,9,Potential Loyalists
C000495,23,14,29524.31,4,5,5,455,14,Champions
C000496,136,20,80840.95,2,5,5,255,12,Loyal Customers
C000497,22,9,20079.12,4,3,4,434,11,Loyal Customers
C000498,101,7,12716.96,2,2,3,223,7,Potential Loyalists
C000499,53,9,32866.61,3,3,5,335,11,Loyal Customers
C000500,204,7,15345.640000000001,1,2,3,123,6,At Risk
C000501,129,5,7660.07,2,1,1,211,4,Lost Customers
C000502,28,11,8918.09,4,4,2,442,10,Loyal Customers
C000503,44,7,11243.36,4,2,2,422,8,Potential Loyalists
C000504,247,6,5810.25,1,1,1,111,3,Lost Customers
C000505,128,9,16882.83,2,3,3,233,8,Potential Loyalists
C000506,4,5,3945.06,5,1,1,511,7,Potential Loyalists
C000507,245,5,8422.74,1,1,1,111,3,Lost Customers
C000508,23,8,6298.9,4,3,1,431,8,Potential Loyalists
C000509,68,9,21484.8,3,3,4,334,10,Loyal Customers
C000510,44,9,15574.24,4,3,3,433,10,Loyal Customers
C000511,30,11,12988.210000000001,4,4,3,443,11,Loyal Customers
C000512,75,9,34022.49,3,3,5,335,11,Loyal Customers
C000513,190,5,11749.72,1,1,2,112,4,Lost Customers
C000514,25,12,22953.91,4,5,4,454,13,Champions
C000515,65,6,19874.739999999998,3,1,4,314,8,Potential Loyalists
C000516,38,13,24137.72,4,5,4,454,13,Champions
C000517,42,9,8644.76,4,3,1,431,8,Potential Loyalists
C000518,35,12,29137.6,4,5,5,455,14,Champions
C000519,127,6,4834.44,2,1,1,211,4,Lost Customers
C000520,41,11,18090.0,4,4,4,444,12,Loyal Customers
C000521,108,15,31547.06,2,5,5,255,12,Loyal Customers
C000522,430,3,16620.03,1,1,3,113,5,At Risk
C000523,54,12,10867.8,3,5,2,352,10,Loyal Customers
C000524,133,7,12685.98,2,2,2,222,6,At Risk
C000525,204,9,39661.91,1,3,5,135,9,Potential Loyalists
C000526,75,5,8553.310000000001,3,1,1,311,5,Recent Customers
C000527,161,8,12864.13,1,3,3,133,7,Potential Loyalists
C000528,30,4,16475.39,4,1,3,413,8,Potential Loyalists
C000529,107,13,17584.05,2,5,4,254,11,Loyal Customers
C000530,56,8,20462.23,3,3,4,334,10,Loyal Customers
C000531,6,14,13771.880000000001,5,5,3,553,13,Champions
C000532,3,11,25824.84,5,4,5,545,14,Champions
C000533,28,6,30803.43,4,1,5,415,10,Loyal Customers
C000534,20,11,10623.51,5,4,2,542,11,Loyal Customers
C000535,135,6,10292.25,2,1,2,212,5,At Risk
C000536,12,11,18637.62,5,4,4,544,13,Champions
C000537,114,13,40652.97,2,5,5,255,12,Loyal Customers
C000538,39,11,21201.06,4,4,4,444,12,Loyal Customers
C000539,154,5,4949.88,1,1,1,111,3,Lost Customers
C000540,305,5,14075.539999999999,1,1,3,113,5,At Risk
C000541,180,4,11531.6,1,1,2,112,4,Lost Customers
C000542,19,11,15324.26,5,4,3,543,12,Loyal Customers
C000543,43,15,25825.3,4,5,5,455,14,Champions
C000544,5,12,42920.08,5,5,5,555,15,Champions
C000545,41,6,17575.24,4,1,4,414,9,Potential Loyalists
C000546,39,8,16660.16,4,3,3,433,10,Loyal Customers
C000547,191,8,15916.91,1,3,3,133,7,Potential Loyalists
C000548,145,7,36754.16,1,2,5,125,8,Potential Loyalists
C000549,87,8,24918.88,2,3,5,235,10,Loyal Customers
C000550,271,9,14134.06,1,3,3,133,7,Potential Loyalists
C000551,10,6,7819.42,5,1,1,511,7,Potential Loyalists
C000552,103,9,18245.58,2,3,4,234,9,Potential Loyalists
C000553,18,11,15596.33,5,4,3,543,12,Loyal Customers
C000554,52,8,12745.36,3,3,3,333,9,Potential Loyalists
C000555,85,12,29410.54,2,5,5,255,12,Loyal Customers
C000556,197,9,17977.64,1,3,4,134,8,Potential Loyalists
C000557,44,5,14067.64,4,1,3,413,8,Potential Loyalists
C000558,188,7,17596.7,1,2,4,124,7,Potential Loyalists
C000559,26,7,14864.91,4,2,3,423,9,Potential Loyalists
C000560,35,14,32523.300000000003,4,5,5,455,14,Champions
C000561,130,9,14704.47,2,3,3,233,8,Potential Loyalists
C000562,179,8,6977.43,1,3,1,131,5,At Risk
C000563,31,6,13031.48,4,1,3,413,8,Potential Loyalists
C000564,10,8,7801.38,5,3,1,531,9,Potential Loyalists
C000565,137,10,18140.78,2,4,4,244,10,Loyal Customers
C000566,23,8,25496.18,4,3,5,435,12,Loyal Customers
C000567,66,6,14609.330000000002,3,1,3,313,7,Potential Loyalists
C000568,96,7,13027.220000000001,2,2,3,223,7,Potential Loyalists
C000569,18,9,12569.33,5,3,2,532,10,Loyal Customers
C000570,29,10,10773.199999999999,4,4,2,442,10,Loyal Customers
C000571,45,12,46511.4,4,5,5,455,14,Champions
C000572,68,7,9046.08,3,2,2,322,7,Potential Loyalists
C000573,3,11,23083.55,5,4,4,544,13,Champions
C000574,192,12,21280.510000000002,1,5,4,154,10,Loyal Customers
C000575,67,13,21681.809999999998,3,5,4,354,12,Loyal Customers
C000576,219,9,9901.12,1,3,2,132,6,At Risk
C000577,14,12,20594.23,5,5,4,554,14,Champions
C000578,143,8,14619.88,1,3,3,133,7,Potential Loyalists
C000579,166,5,13500.69,1,1,3,113,5,At Risk
C000580,239,6,18028.9,1,1,4,114,6,At Risk
C000581,65,7,13357.789999999999,3,2,3,323,8,Potential Loyalists
C000582,90,11,26049.44,2,4,5,245,11,Loyal Customers
C000583,85,14,42952.42,2,5,5,255,12,Loyal Customers
C000584,4,4,4112.13,5,1,1,511,7,Potential Loyalists
C000585,22,12,50152.72,4,5,5,455,14,Champions
C000586,19,10,33710.5,5,4,5,545,14,Champions
C000587,130,10,27450.12,2,4,5,245,11,Loyal Customers
C000588,96,5,14898.99,2,1,3,213,6,At Risk
C000589,72,11,26656.49,3,4,5,345,12,Loyal Customers
C000590,33,11,42603.33,4,4,5,445,13,Champions
C000591,86,7,19805.079999999998,2,2,4,224,8,Potential Loyalists
C000592,39,6,9861.289999999999,4,1,2,412,7,Potential Loyalists
C000593,35,7,10424.74,4,2,2,422,8,Potential Loyalists
C000594,32,12,41009.87,4,5,5,455,14,Champions
C000595,57,6,34468.36,3,1,5,315,9,Potential Loyalists
C000596,26,8,7824.34,4,3,1,431,8,Potential Loyalists
C000597,170,5,17718.58,1,1,4,114,6,At Risk
C000598,42,18,31500.93,4,5,5,455,14,Champions
C000599,36,8,17828.86,4,3,4,434,11,Loyal Customers
C000600,74,7,9962.92,3,2,2,322,7,Potential Loyalists
C000601,47,8,10364.8,3,3,2,332,8,Potential Loyalists
C000602,38,6,15563.470000000001,4,1,3,413,8,Potential Loyalists
C000603,84,6,9246.3,2,1,2,212,5,At Risk
C000604,198,6,9552.99,1,1,2,112,4,Lost Customers
C000605,112,6,10079.09,2,1,2,212,5,At Risk
C000606,32,7,14768.990000000002,4,2,3,423,9,Potential Loyalists
C000607,75,8,7020.14,3,3,1,331,7,Potential Loyalists
C000608,27,10,20907.71,4,4,4,444,12,Loyal Customers
C000609,68,8,12298.86,3,3,2,332,8,Potential Loyalists
C000610,40,8,32002.21,4,3,5,435,12,Loyal Customers
C000611,19,11,25293.629999999997,5,4,5,545,14,Champions
C000612,10,10,32837.46,5,4,5,545,14,Champions
C000613,68,10,21610.170000000002,3,4,4,344,11,Loyal Customers
C000614,29,10,40141.29,4,4,5,445,13,Champions
C000615,45,10,14332.29,4,4,3,443,11,Loyal Customers
C000616,27,10,17141.190000000002,4,4,3,443,11,Loyal Customers
C000617,74,11,12273.67,3,4,2,342,9,Potential Loyalists
C000618,39,13,41778.22,4,5,5,455,14,Champions
C000619,17,10,20248.53,5,4,4,544,13,Champions
C000620,261,7,10946.550000000001,1,2,2,122,5,At Risk
C000621,100,6,7953.620000000001,2,1,1,211,4,Lost Customers
C000622,6,11,27865.38,5,4,5,545,14,Champions
C000623,38,8,18317.61,4,3,4,434,11,Loyal Customers
C000624,120,6,16124.7,2,1,3,213,6,At Risk
C000625,28,7,34889.61,4,2,5,425,11,Loyal Customers
C000626,34,7,12229.52,4,2,2,422,8,Potential Loyalists
C000627,89,12,17389.57,2,5,3,253,10,Loyal Customers
C000628,29,6,6758.77,4,1,1,411,6,Recent Customers
C000629,22,12,17274.37,4,5,3,453,12,Loyal Customers
C000630,246,2,5052.09,1,1,1,111,3,Lost Customers
C000631,167,8,11625.92,1,3,2,132,6,At Risk
C000632,48,4,4888.099999999999,3,1,1,311,5,Recent Customers
C000633,51,8,8731.720000000001,3,3,1,331,7,Potential Loyalists
C000634,91,7,20544.54,2,2,4,224,8,Potential Loyalists
C000635,21,10,17492.75,5,4,4,544,13,Champions
C000636,440,9,32538.23,1,3,5,135,9,Potential Loyalists
C000637,139,12,21623.54,2,5,4,254,11,Loyal Customers
C000638,24,9,15035.84,4,3,3,433,10,Loyal Customers
C000639,86,12,32126.71,2,5,5,255,12,Loyal Customers
C000640,129,9,14945.04,2,3,3,233,8,Potential Loyalists
C000641,54,9,20696.3,3,3,4,334,10,Loyal Customers
C000642,125,15,46815.89,2,5,5,255,12,Loyal Customers
C000643,196,8,25324.03,1,3,5,135,9,Potential Loyalists
C000644,35,9,29058.309999999998,4,3,5,435,12,Loyal Customers
C000645,96,7,21555.2,2,2,4,224,8,Potential Loyalists
C000646,54,9,21708.53,3,3,4,334,10,Loyal Customers
C000647,38,10,43881.159999999996,4,4,5,445,13,Champions
C000648,67,11,28255.36,3,4,5,345,12,Loyal Customers
C000649,68,11,10243.51,3,4,2,342,9,Potential Loyalists
C000650,2,15,33040.36,5,5,5,555,15,Champions
C000651,25,4,11447.91,4,1,2,412,7,Potential Loyalists
C000652,11,8,6772.06,5,3,1,531,9,Potential Loyalists
C000653,28,11,13102.81,4,4,3,443,11,Loyal Customers
C000654,3,9,9965.92,5,3,2,532,10,Loyal Customers
C000655,276,3,8962.949999999999,1,1,2,112,4,Lost Customers
C000656,115,10,23522.06,2,4,4,244,10,Loyal Customers
C000657,53,8,16611.14,3,3,3,333,9,Potential Loyalists
C000658,218,8,15192.64,1,3,3,133,7,Potential Loyalists
C000659,15,6,11240.2,5,1,2,512,8,Potential Loyalists
C000660,29,10,25148.56,4,4,5,445,13,Champions
C000661,26,10,46789.88,4,4,5,445,13,Champions
C000662,98,10,20012.83,2,4,4,244,10,Loyal Customers
C000663,136,6,9471.6,2,1,2,212,5,At Risk
C000664,50,5,11260.43,3,1,2,312,6,Recent Customers
C000665,50,11,32301.489999999998,3,4,5,345,12,Loyal Customers
C000666,362,3,2045.0500000000002,1,1,1,111,3,Lost Customers
C000667,42,14,31983.78,4,5,5,455,14,Champions
C000668,66,8,20765.39,3,3,4,334,10,Loyal Customers
C000669,75,7,20078.379999999997,3,2,4,324,9,Potential Loyalists
C000670,153,14,55398.55,1,5,5,155,11,Loyal Customers
C000671,48,7,21049.16,3,2,4,324,9,Potential Loyalists
C000672,21,4,13355.599999999999,5,1,3,513,9,Potential Loyalists
C000673,170,7,13190.29,1,2,3,123,6,At Risk
C000674,107,7,20975.469999999998,2,2,4,224,8,Potential Loyalists
C000675,50,7,10358.119999999999,3,2,2,322,7,Potential Loyalists
C000676,394,3,3440.84,1,1,1,111,3,Lost Customers
C000677,160,8,31524.74,1,3,5,135,9,Potential Loyalists
C000678,103,9,30192.07,2,3,5,235,10,Loyal Customers
C000679,70,11,8514.28,3,4,1,341,8,Potential Loyalists
C000680,2,11,27154.34,5,4,5,545,14,Champions
C000681,184,6,24646.5,1,1,5,115,7,Potential Loyalists
C000682,53,13,15417.06,3,5,3,353,11,Loyal Customers
C000683,61,11,35302.89,3,4,5,345,12,Loyal Customers
C000684,24,11,22200.6,4,4,4,444,12,Loyal Customers
C000685,145,9,44224.09,1,3,5,135,9,Potential Loyalists
C000686,49,3,2676.52,3,1,1,311,5,Recent Customers
C000687,56,3,5785.42,3,1,1,311,5,Recent Customers
C000688,38,9,20876.9,4,3,4,434,11,Loyal Customers
C000689,89,8,9573.33,2,3,2,232,7,Potential Loyalists
C000690,78,7,16949.38,3,2,3,323,8,Potential Loyalists
C000691,82,7,8751.85,2,2,1,221,5,At Risk
C000692,50,5,6459.55,3,1,1,311,5,Recent Customers
C000693,101,6,6721.51,2,1,1,211,4,Lost Customers
C000694,18,13,37343.32,5,5,5,555,15,Champions
C000695,282,6,7098.15,1,1,1,111,3,Lost Customers
C000696,53,11,13546.23,3,4,3,343,10,Loyal Customers
C000697,59,10,42411.33,3,4,5,345,12,Loyal Customers
C000698,171,10,19078.399999999998,1,4,4,144,9,Potential Loyalists
C000699,35,6,14524.48,4,1,3,413,8,Potential Loyalists
C000700,66,6,8029.25,3,1,1,311,5,Recent Customers
C000701,17,13,34724.92,5,5,5,555,15,Champions
C000702,56,9,24293.27,3,3,5,335,11,Loyal Customers
C000703,97,7,7524.59,2,2,1,221,5,At Risk
C000704,21,9,27954.4,5,3,5,535,13,Champions
C000705,134,5,16180.14,2,1,3,213,6,At Risk
C000706,25,6,6500.27,4,1,1,411,6,Recent Customers
C000707,29,9,14491.68,4,3,3,433,10,Loyal Customers
C000708,190,2,4971.79,1,1,1,111,3,Lost Customers
C000709,420,2,1409.59,1,1,1,111,3,Lost Customers
C000710,61,8,10653.869999999999,3,3,2,332,8,Potential Loyalists
C000711,15,12,23273.64,5,5,4,554,14,Champions
C000712,80,6,15319.43,3,1,3,313,7,Potential Loyalists
C000713,39,14,15900.53,4,5,3,453,12,Loyal Customers
C000714,177,9,9805.77,1,3,2,132,6,At Risk
C000715,64,8,16987.17,3,3,3,333,9,Potential Loyalists
C000716,140,11,24250.96,1,4,4,144,9,Potential Loyalists
C000717,181,6,12785.26,1,1,3,113,5,At Risk
C000718,240,11,41488.95,1,4,5,145,10,Loyal Customers
C000719,44,10,25662.38,4,4,5,445,13,Champions
C000720,4,13,12492.73,5,5,2,552,12,Loyal Customers
C000721,190,5,7944.6,1,1,1,111,3,Lost Customers
C000722,9,9,11352.76,5,3,2,532,10,Loyal Customers
C000723,59,13,19420.64,3,5,4,354,12,Loyal Customers
C000724,443,8,28234.65,1,3,5,135,9,Potential Loyalists
C000725,49,6,18060.72,3,1,4,314,8,Potential Loyalists
C000726,7,10,20203.89,5,4,4,544,13,Champions
C000727,9,7,6298.59,5,2,1,521,8,Potential Loyalists
C000728,57,11,28789.010000000002,3,4,5,345,12,Loyal Customers
C000729,54,7,8675.76,3,2,1,321,6,Recent Customers
C000730,32,14,17112.28,4,5,3,453,12,Loyal Customers
C000731,53,9,28288.519999999997,3,3,5,335,11,Loyal Customers
C000732,41,4,3099.83,4,1,1,411,6,Recent Customers
C000733,155,11,15989.01,1,4,3,143,8,Potential Loyalists
C000734,195,5,6118.11,1,1,1,111,3,Lost Customers
C000735,68,6,13432.35,3,1,3,313,7,Potential Loyalists
C000736,30,15,50392.8,4,5,5,455,14,Champions
C000737,105,5,16936.13,2,1,3,213,6,At Risk
C000738,183,6,19824.510000000002,1,1,4,114,6,At Risk
C000739,31,11,34710.520000000004,4,4,5,445,13,Champions
C000740,24,9,28745.2,4,3,5,435,12,Loyal Customers
C000741,33,11,42843.17,4,4,5,445,13,Champions
C000742,188,6,17663.62,1,1,4,114,6,At Risk
C000743,4,5,6269.66,5,1,1,511,7,Potential Loyalists
C000744,68,10,20181.1,3,4,4,344,11,Loyal Customers
C000745,199,6,16494.85,1,1,3,113,5,At Risk
C000746,114,10,11369.7,2,4,2,242,8,Potential Loyalists
C000747,54,9,17711.39,3,3,4,334,10,Loyal Customers
C000748,141,5,9675.01,1,1,2,112,4,Lost Customers
C000749,31,5,24012.9,4,1,4,414,9,Potential Loyalists
C000750,128,4,5401.25,2,1,1,211,4,Lost Customers
C000751,97,8,26015.399999999998,2,3,5,235,10,Loyal Customers
C000752,102,9,21505.18,2,3,4,234,9,Potential Loyalists
C000753,37,9,17006.49,4,3,3,433,10,Loyal Customers
C000754,181,7,10859.05,1,2,2,122,5,At Risk
C000755,10,9,27223.86,5,3,5,535,13,Champions
C000756,42,9,23655.14,4,3,4,434,11,Loyal Customers
C000757,30,13,14965.25,4,5,3,453,12,Loyal Customers
C000758,31,7,6945.77,4,2,1,421,7,Potential Loyalists
C000759,256,5,4750.98,1,1,1,111,3,Lost Customers
C000760,4,12,23116.93,5,5,4,554,14,Champions
C000761,6,7,25938.64,5,2,5,525,12,Loyal Customers
C000762,75,8,28938.829999999998,3,3,5,335,11,Loyal Customers
C000763,194,6,5655.62,1,1,1,111,3,Lost Customers
C000764,386,4,11458.93,1,1,2,112,4,Lost Customers
C000765,101,5,10643.7,2,1,2,212,5,At Risk
C000766,95,5,20774.66,2,1,4,214,7,Potential Loyalists
C000767,40,8,21589.13,4,3,4,434,11,Loyal Customers
C000768,6,14,32218.55,5,5,5,555,15,Champions
C000769,6,7,5132.780000000001,5,2,1,521,8,Potential Loyalists
C000770,37,6,5365.73,4,1,1,411,6,Recent Customers
C000771,177,7,14425.470000000001,1,2,3,123,6,At Risk
C000772,76,8,24402.07,3,3,5,335,11,Loyal Customers
C000773,54,6,22527.27,3,1,4,314,8,Potential Loyalists
C000774,143,13,24662.53,1,5,5,155,11,Loyal Customers
C000775,63,6,11319.73,3,1,2,312,6,Recent Customers
C000776,5,6,13942.529999999999,5,1,3,513,9,Potential Loyalists
C000777,39,5,17778.46,4,1,4,414,9,Potential Loyalists
C000778,110,7,8120.7300000000005,2,2,1,221,5,At Risk
C000779,56,13,22173.21,3,5,4,354,12,Loyal Customers
C000780,63,5,7934.08,3,1,1,311,5,Recent Customers
C000781,78,13,16810.68,3,5,3,353,11,Loyal Customers
C000782,9,9,8012.32,5,3,1,531,9,Potential Loyalists
C000783,12,8,12449.23,5,3,2,532,10,Loyal Customers
C000784,164,8,7135.24,1,3,1,131,5,At Risk
C000785,20,3,4744.2,5,1,1,511,7,Potential Loyalists
C000786,63,9,21264.78,3,3,4,334,10,Loyal Customers
C000787,23,6,16152.94,4,1,3,413,8,Potential Loyalists
C000788,98,7,11027.27,2,2,2,222,6,At Risk
C000789,568,6,12741.76,1,1,3,113,5,At Risk
C000790,96,7,17345.89,2,2,3,223,7,Potential Loyalists
C000791,72,11,16608.97,3,4,3,343,10,Loyal Customers
C000792,206,7,16386.23,1,2,3,123,6,At Risk
C000793,128,7,6610.06,2,2,1,221,5,At Risk
C000794,7,9,8252.21,5,3,1,531,9,Potential Loyalists
C000795,352,5,5221.08,1,1,1,111,3,Lost Customers
C000796,62,6,22984.58,3,1,4,314,8,Potential Loyalists
C000797,163,8,29717.75,1,3,5,135,9,Potential Loyalists
C000798,39,5,4422.54,4,1,1,411,6,Recent Customers
C000799,180,4,11371.1,1,1,2,112,4,Lost Customers
C000800,183,7,20463.52,1,2,4,124,7,Potential Loyalists
C000801,87,6,14726.82,2,1,3,213,6,At Risk
C000802,105,8,27867.42,2,3,5,235,10,Loyal Customers
C000803,2,10,19946.18,5,4,4,544,13,Champions
C000804,13,8,7753.56,5,3,1,531,9,Potential Loyalists
C000805,16,11,11057.44,5,4,2,542,11,Loyal Customers
C000806,27,9,14517.41,4,3,3,433,10,Loyal Customers
C000807,4,8,14911.33,5,3,3,533,11,Loyal Customers
C000808,21,6,5743.37,5,1,1,511,7,Potential Loyalists
C000809,131,11,16889.23,2,4,3,243,9,Potential Loyalists
C000810,120,6,4332.68,2,1,1,211,4,Lost Customers
C000811,95,5,13790.31,2,1,3,213,6,At Risk
C000812,106,7,19717.09,2,2,4,224,8,Potential Loyalists
C000813,20,11,32019.29,5,4,5,545,14,Champions
C000814,41,10,43572.73,4,4,5,445,13,Champions
C000815,4,9,33208.16,5,3,5,535,13,Champions
C000816,78,8,6626.8,3,3,1,331,7,Potential Loyalists
C000817,54,6,10786.51,3,1,2,312,6,Recent Customers
C000818,44,13,24701.97,4,5,5,455,14,Champions
C000819,85,10,16979.96,2,4,3,243,9,Potential Loyalists
C000820,48,9,12790.11,3,3,3,333,9,Potential Loyalists
C000821,36,7,21363.68,4,2,4,424,10,Loyal Customers
C000822,62,7,11735.289999999999,3,2,2,322,7,Potential Loyalists
C000823,309,6,8356.69,1,1,1,111,3,Lost Customers
C000824,31,15,18768.61,4,5,4,454,13,Champions
C000825,376,7,5190.12,1,2,1,121,4,Lost Customers
C000826,49,11,56183.76,3,4,5,345,12,Loyal Customers
C000827,164,9,22088.72,1,3,4,134,8,Potential Loyalists
C000828,112,8,12428.58,2,3,2,232,7,Potential Loyalists
C000829,21,8,14973.34,5,3,3,533,11,Loyal Customers
C000830,24,12,23414.74,4,5,4,454,13,Champions
C000831,30,6,15012.68,4,1,3,413,8,Potential Loyalists
C000832,156,10,18056.27,1,4,4,144,9,Potential Loyalists
C000833,8,11,20048.28,5,4,4,544,13,Champions
C000834,10,8,31008.98,5,3,5,535,13,Champions
C000835,223,5,25556.589999999997,1,1,5,115,7,Potential Loyalists
C000836,1,9,31552.309999999998,5,3,5,535,13,Champions
C000837,95,6,14080.31,2,1,3,213,6,At Risk
C000838,32,9,5942.2,4,3,1,431,8,Potential Loyalists
C000839,51,10,11027.8,3,4,2,342,9,Potential Loyalists
C000840,163,3,15687.76,1,1,3,113,5,At Risk
C000841,128,14,20296.01,2,5,4,254,11,Loyal Customers
C000842,132,8,17635.3,2,3,4,234,9,Potential Loyalists
C000843,117,7,11635.01,2,2,2,222,6,At Risk
C000844,8,7,9287.02,5,2,2,522,9,Potential Loyalists
C000845,9,6,10219.3,5,1,2,512,8,Potential Loyalists
C000846,30,8,19257.03,4,3,4,434,11,Loyal Customers
C000847,176,4,12532.28,1,1,2,112,4,Lost Customers
C000848,1,9,8857.25,5,3,2,532,10,Loyal Customers
C000849,147,14,30226.75,1,5,5,155,11,Loyal Customers
C000850,22,20,65075.86,4,5,5,455,14,Champions
C000851,107,9,12156.380000000001,2,3,2,232,7,Potential Loyalists
C000852,82,11,24954.05,2,4,5,245,11,Loyal Customers
C000853,87,8,11320.36,2,3,2,232,7,Potential Loyalists
C000854,110,8,18439.129999999997,2,3,4,234,9,Potential Loyalists
C000855,121,9,9553.68,2,3,2,232,7,Potential Loyalists
C000856,58,9,20118.89,3,3,4,334,10,Loyal Customers
C000857,200,4,8523.76,1,1,1,111,3,Lost Customers
C000858,13,10,20773.95,5,4,4,544,13,Champions
C000859,3,8,6778.94,5,3,1,531,9,Potential Loyalists
C000860,1,9,8690.73,5,3,1,531,9,Potential Loyalists
C000861,75,4,3792.13,3,1,1,311,5,Recent Customers
C000862,235,8,18612.73,1,3,4,134,8,Potential Loyalists
C000863,19,7,12172.380000000001,5,2,2,522,9,Potential Loyalists
C000864,47,12,15362.92,3,5,3,353,11,Loyal Customers
C000865,562,6,14372.97,1,1,3,113,5,At Risk
C000866,70,9,28650.5,3,3,5,335,11,Loyal Customers
C000867,23,9,14398.5,4,3,3,433,10,Loyal Customers
C000868,14,9,7682.24,5,3,1,531,9,Potential Loyalists
C000869,94,9,24268.28,2,3,5,235,10,Loyal Customers
C000870,15,13,22867.41,5,5,4,554,14,Champions
C000871,273,4,13641.11,1,1,3,113,5,At Risk
C000872,15,13,34224.71,5,5,5,555,15,Champions
C000873,54,6,7014.45,3,1,1,311,5,Recent Customers
